a,b,c,d,e,f,g,h
Oct-15,Current,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63215615,MA
Jul-15,,36 months,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55927677,VA
Dec-15,Current,,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66121860,SC
Dec-15,Current,,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66260517,OH
Dec-15,Current,36 months,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68323139,WV
May-15,Current,36 months,,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47420609,IL
Aug-15,Current,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57174591,
Dec-15,Current,36 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67355799,IL
Feb-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39651810,
Nov-15,Current,60 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65805229,CA
Aug-15,Current,60 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56865019,IN
Apr-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45142189,CA
Sep-15,Current,60 months,F,F4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57813771,CA
Oct-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63385908,CT
May-15,Current,60 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48001169,CA
Feb-15,Current,60 months,E,E4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40370940,TX
Dec-15,Fully Paid,36 months,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67215266,NM
May-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46988294,OH
Mar-15,Fully Paid,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42465284,CA
Jan-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39379121,MO
,Current,60 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65231401,AK
Jun-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50605612,
Feb-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41328726,NJ
,Current,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63469938,IL
Jul-15,Current,60 months,C,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55151179,NY
Oct-15,Current,36 months,A,A1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61036796,OR
Jul-15,Current,60 months,D,D4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55807865,MN
Oct-15,Current,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60811434,DE
Dec-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66511572,KS
May-15,Current,60 months,F,F2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48374401,CO
Nov-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64038460,MD
Jan-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39479538,CA
Jul-15,Current,,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54101211,SC
May-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50054630,MD
Jul-15,,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55545307,FL
Oct-15,Current,60 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60862381,NY
Nov-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65642699,PA
Aug-15,Current,60 months,,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58151226,CT
Dec-15,Issued,36 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65304811,NM
Mar-15,Current,,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43559550,KS
Sep-15,Current,36 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58602586,
Nov-15,Current,36 months,D,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64088697,GA
,Current,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58430503,CA
Nov-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66074174,NY
Jan-15,Fully Paid,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39712384,CA
May-15,Current,60 months,F,F4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49228446,MO
Nov-15,,60 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63520029,NJ
Oct-15,Current,36 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60863109,AR
Dec-15,Issued,36 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67355881,MD
Jul-15,Current,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55169421,NJ
Jan-15,Current,60 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38479270,KY
Jul-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56007467,FL
Oct-15,Current,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62884915,GA
Mar-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42042025,VA
Jan-15,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40278432,NY
Jun-15,Current,36 months,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51006442,MI
Dec-15,Issued,60 months,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66995181,
Apr-15,Current,36 months,,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46194951,NY
Jan-15,Current,36 months,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38496714,FL
Jul-15,Current,36 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55149866,TX
Aug-15,Current,36 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57940452,GA
Feb-15,Current,60 months,G,G1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40393112,IL
Nov-15,Current,60 months,,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64802789,NY
Feb-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41131433,CA
Feb-15,Fully Paid,60 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40501900,TN
Apr-15,Current,36 months,B,B4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44757224,TX
Feb-15,Current,,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41062026,CA
Sep-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59180076,CA
May-15,Fully Paid,36 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50063905,FL
Oct-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61359387,NY
Sep-15,Current,,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60285608,CT
Jan-15,Fully Paid,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39741110,GA
Nov-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61449625,
Apr-15,Current,36 months,B,B5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46274911,NY
Jan-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40157557,WA
Nov-15,Current,60 months,,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64009647,SD
Jun-15,Current,36 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51956160,WI
Jan-15,In Grace Period,36 months,E,E5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38605496,NY
Dec-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66590148,NY
Jul-15,Current,36 months,C,C2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56131383,CA
Aug-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56582692,AZ
May-15,Current,36 months,A,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47757159,MD
Mar-15,,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=849994,CA
Dec-15,,60 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66036249,CA
,Current,36 months,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46245604,CA
Jun-15,Fully Paid,36 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50596728,
Jul-15,Current,36 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55211192,AR
Mar-15,Current,36 months,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43892884,IL
May-15,Fully Paid,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49524911,NC
Oct-15,Current,36 months,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62439753,NY
Sep-15,Fully Paid,60 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60705360,NM
Apr-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46723860,
Jan-15,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39817918,NY
Aug-15,Current,60 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59471419,IL
Jan-15,Current,36 months,A,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39359805,TX
Jan-15,Fully Paid,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39379954,CA
Dec-15,Current,60 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66436008,MD
Oct-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62357211,WI
Apr-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42632279,AZ
Dec-15,Current,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67899249,OH
Oct-15,Current,36 months,A,A2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63479830,TX
Dec-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65816721,CA
Sep-15,Current,60 months,F,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59201031,AL
Oct-15,Current,60 months,E,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63216678,TN
Mar-15,,60 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41162196,FL
Jan-15,Fully Paid,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39269612,CA
Feb-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40888940,IN
Jun-15,Current,,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50519066,PA
,Current,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65464106,NC
Jan-15,Current,60 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39681083,NY
Jun-15,Current,36 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52018450,CA
Feb-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40511988,TX
Jun-15,Current,36 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51857204,NC
Oct-15,Current,36 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61351329,WY
Jul-15,Current,36 months,A,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55271951,CA
Dec-15,Current,36 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66006654,NY
Nov-15,Current,60 months,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65824262,FL
Dec-15,,36 months,A,A1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66480479,CA
Nov-15,Current,36 months,A,A1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63480058,KS
Feb-15,Current,36 months,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40949883,MN
Dec-15,Issued,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68604253,FL
Oct-15,Current,,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60862918,NV
Dec-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66543498,ME
Jan-15,,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39058407,IL
Sep-15,Current,60 months,,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60525163,OK
Dec-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66410770,IL
Feb-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41369824,WA
Apr-15,,36 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44936373,FL
Feb-15,Current,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41052471,MN
Feb-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38518155,GA
Dec-15,Current,60 months,D,D5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67248270,NY
Jun-15,Current,36 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51616393,AZ
Sep-15,Current,36 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60931494,VA
Oct-15,Current,60 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62023594,PA
Jul-15,Current,60 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53574935,NM
Oct-15,Current,36 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62117025,MD
Jun-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52056471,FL
Dec-15,In Grace Period,36 months,A,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67286104,CO
Jul-15,,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53584998,CA
Dec-15,Issued,36 months,,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68373726,NY
Apr-15,Current,36 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46516863,
Oct-15,Current,36 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62317259,AL
,Current,60 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54316904,DC
Jan-15,Current,60 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39549547,CA
,Current,36 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63517481,IL
Jun-15,,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50526368,NY
Apr-15,Current,36 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46104286,RI
Apr-15,Current,60 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46784653,OH
Aug-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57694568,CA
Nov-15,Current,36 months,,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65097564,CA
Jan-15,Current,36 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39987477,NY
Dec-15,Issued,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67879198,OH
